number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
277,01a4402c-c3ce-4c0f-acd8-151a26dd8453,community_02,Hauwa,Sani,male,1992-03-03,20127125726,08081252563,https://www.commcarehq.org/photos/farmer_277.jpg,1,livestock_farming,9,family_land,1,rain-fed,---,groundnuts rice,1.0,---,3.4,goats,23,---,10.2249314 7.397422 0.0 20.0,yes,62975d7e-56d6-46a6-a69b-3ec8fd937bfc,2026-05-25 00:06:00,2026-05-25,tester,2026-05-25 00:06:06,https://www.commcarehq.org/form/01a4402c-c3ce-4c0f-acd8-151a26dd8453,tester
278,14614f84-01a5-49ad-91f7-acc7990eba98,community_03,Fatima,Usman,female,1984-10-02,44915784501,08071423478,https://www.commcarehq.org/photos/farmer_278.jpg,10,mixed_farming,13,family_land,5,rain-fed,---,rice groundnuts,1.6,---,2.0,goats rabbits,16,25,10.3407156 7.3372503 0.0 20.0,yes,4d46f7f9-5b37-407a-881e-6843ac73c7ba,2026-03-02 00:03:00,2026-03-02,tester,2026-03-02 00:03:07,https://www.commcarehq.org/form/14614f84-01a5-49ad-91f7-acc7990eba98,tester
279,3320b7a6-2422-4af1-b744-44795c146ef8,community_04,Peter,Usman,female,1967-09-29,13443563465,08082004236,https://www.commcarehq.org/photos/farmer_279.jpg,4,crop_farming,8,family_land,1,rain-fed,---,rice maize,---,5.9,3.5,goats,11,---,10.5120834 7.3170734 0.0 20.0,yes,f144dc10-7019-42f7-8878-cbd76f3b4098,2026-05-15 00:04:00,2026-05-15,tester,2026-05-15 00:04:15,https://www.commcarehq.org/form/3320b7a6-2422-4af1-b744-44795c146ef8,tester
280,4f3e1257-544a-439f-a679-8e2e3d264728,community_05,Esther,JAMES,male,1951-02-27,31097090725,08085351770,https://www.commcarehq.org/photos/farmer_280.jpg,4,crop_farming,8,owned,1,rain-fed,---,groundnuts rice,1.2,---,2.6,---,---,---,10.3538653 7.2177662 0.0 20.0,yes,eb4795f9-acce-4021-a288-d21da9dbe624,2026-02-17 00:07:00,2026-02-17,tester,2026-02-17 00:07:18,https://www.commcarehq.org/form/4f3e1257-544a-439f-a679-8e2e3d264728,tester
281,b03cb5f9-dbdb-4cc1-a44c-805154ad4ca5,community_04,Ahmed,Ahmed,male,1975-09-06,,08038272076,https://www.commcarehq.org/photos/farmer_281.jpg,6,mixed_farming,7,owned,3,rain-fed,---,maize rice groundnuts,0.9,2.8,3.1,rabbits,---,2,10.3122801 7.4730395 0.0 20.0,yes,4c7e5e18-8750-40ba-b662-87447e2e238e,2026-03-05 00:08:00,2026-03-05,tester,2026-03-05 00:08:14,https://www.commcarehq.org/form/b03cb5f9-dbdb-4cc1-a44c-805154ad4ca5,tester
282,e4d1606a-dc65-418d-b08a-fccacbf3f093,community_02,Joseph,Musa,female,1991-08-10,,08061532144,https://www.commcarehq.org/photos/farmer_282.jpg,2,mixed_farming,7,owned,3,rain-fed,---,rice maize groundnuts,1.6,2.0,3.3,goats rabbits,17,13,10.2587607 7.4471797 0.0 20.0,yes,7da16586-7938-40e1-af35-e401416a3e4f,2026-01-30 00:07:00,2026-01-30,tester,2026-01-30 00:07:06,https://www.commcarehq.org/form/e4d1606a-dc65-418d-b08a-fccacbf3f093,tester
283,faa0fe4c-1919-4610-8c04-abf5da865c72,community_02,Esther,Tanko,male,1988-03-16,11105718202,08068376304,https://www.commcarehq.org/photos/farmer_283.jpg,1,crop_farming,14,owned,2,rain-fed,---,rice maize,---,2.5,1.9,---,---,---,10.5894005 7.4487665 0.0 20.0,yes,8d58fe63-a848-4386-9585-db469a1b6a47,2026-01-12 00:04:00,2026-01-12,tester,2026-01-12 00:04:09,https://www.commcarehq.org/form/faa0fe4c-1919-4610-8c04-abf5da865c72,tester
284,367aec73-6b2d-4d2f-8ff0-2286a58efaac,community_07,Amina,James,female,1967-10-29,,08079356176,https://www.commcarehq.org/photos/farmer_284.jpg,3,mixed_farming,37,family_land,3,borehole,---,groundnuts maize rice,1.3,1.7,2.5,---,---,---,10.5196024 7.5909899 0.0 20.0,yes,a3b73fd0-6f50-489a-b754-bcd8e06bbc7c,2026-03-22 00:07:00,2026-03-22,tester,2026-03-22 00:07:08,https://www.commcarehq.org/form/367aec73-6b2d-4d2f-8ff0-2286a58efaac,tester
285,484f4d60-621b-46e3-af69-b625877dab6a,community_05,Samuel,Balogun,female,1995-01-10,97455399654,08042728992,https://www.commcarehq.org/photos/farmer_285.jpg,6,mixed_farming,13,owned,5,rain-fed,---,rice,---,---,2.2,rabbits,---,13,10.5505623 7.2062049 0.0 20.0,yes,d8dd775f-17fc-41d7-8b7a-4be5e77dc3e0,2026-03-09 00:08:00,2026-03-09,tester,2026-03-09 00:08:20,https://www.commcarehq.org/form/484f4d60-621b-46e3-af69-b625877dab6a,tester
286,7c5f2f48-2925-49cd-89d2-3a62f8725fba,community_05,Sarah,Tanko,male,1994-06-02,82442697940,08099345718,https://www.commcarehq.org/photos/farmer_286.jpg,5,livestock_farming,1,owned,2,irrigation_scheme,---,maize rice groundnuts,2.4,4.7,3.1,---,---,---,10.5280424 7.4037496 0.0 20.0,yes,a70c55ce-ae3b-49c7-b7b1-ee25ae561249,2026-01-02 00:06:00,2026-01-02,tester,2026-01-02 00:06:16,https://www.commcarehq.org/form/7c5f2f48-2925-49cd-89d2-3a62f8725fba,tester
287,070bcda9-be01-4d30-b386-ca2b436f12d3,community_05,Samuel,David,male,1996-09-10,26204938773,08024055592,https://www.commcarehq.org/photos/farmer_287.jpg,6,crop_farming,12,leased,3,rain-fed,---,rice maize groundnuts,1.4,1.5,1.5,---,---,---,10.2677283 7.575682 0.0 20.0,yes,8f15a4c7-078a-49da-92c4-4a21b73b8873,2026-06-05 00:08:00,2026-06-05,tester,2026-06-05 00:08:08,https://www.commcarehq.org/form/070bcda9-be01-4d30-b386-ca2b436f12d3,tester
288,384bb8ba-8fdb-4e40-84ae-1c6451e5e15b,community_07,Ahmed,Mohammed,male,1988-04-15,18171352692,08095708029,https://www.commcarehq.org/photos/farmer_288.jpg,7,crop_farming,15,owned,1,irrigation_scheme,---,maize,---,5.8,---,rabbits,---,10,10.5972309 7.4926535 0.0 20.0,yes,1a486c9d-a67d-4380-8bb5-c7f1a788a508,2026-04-01 00:08:00,2026-04-01,tester,2026-04-01 00:08:07,https://www.commcarehq.org/form/384bb8ba-8fdb-4e40-84ae-1c6451e5e15b,tester
289,185b80ad-1394-43c1-8567-f039311eeaad,community_05,Peter,Balogun,male,2003-02-16,81878518578,08060680175,https://www.commcarehq.org/photos/farmer_289.jpg,4,livestock_farming,1,leased,4,rain-fed,---,rice,---,---,1.2,---,---,---,10.2748419 7.3986906 0.0 20.0,yes,78411d57-844c-4dd7-b9ef-444ebc5ed14f,2026-06-12 00:02:00,2026-06-12,tester,2026-06-12 00:02:11,https://www.commcarehq.org/form/185b80ad-1394-43c1-8567-f039311eeaad,tester
290,1df83166-3b24-4dbb-b6d6-f36ce13d3798,community_01,Fatima,Ibrahim,male,1994-06-20,92734272063,08035646132,https://www.commcarehq.org/photos/farmer_290.jpg,5,mixed_farming,10,owned,2,rain-fed,---,maize rice,---,2.5,2.8,goats,16,---,10.4642451 7.3390314 0.0 20.0,yes,a6c17048-46e5-484c-9d68-2a21a2a23619,2026-02-02 00:08:00,2026-02-02,tester,2026-02-02 00:08:20,https://www.commcarehq.org/form/1df83166-3b24-4dbb-b6d6-f36ce13d3798,tester
291,75d99004-ba5a-4d68-a2b9-fd51a61d2f9e,community_06,Deborah,Ibrahim,female,1986-02-13,16051633920,08053648420,https://www.commcarehq.org/photos/farmer_291.jpg,6,mixed_farming,10,owned,1,rain-fed,---,rice,---,---,0.9,---,---,---,10.2516861 7.4159069 0.0 20.0,yes,cab3f096-e206-4185-a9f1-832ae7102ab4,2026-01-06 00:08:00,2026-01-06,tester,2026-01-06 00:08:17,https://www.commcarehq.org/form/75d99004-ba5a-4d68-a2b9-fd51a61d2f9e,tester
292,c1a6e2b1-056a-4874-bf55-3b94132ff07c,community_01,Yusuf,Johnson,female,1968-06-13,,08053115828,https://www.commcarehq.org/photos/farmer_292.jpg,5,mixed_farming,1,owned,1,rain-fed,---,maize rice groundnuts,0.9,2.3,1.3,---,---,---,10.3089833 7.2494571 0.0 20.0,yes,a2947778-dd96-40b3-813a-999e8118d3ce,2026-06-17 00:05:00,2026-06-17,tester,2026-06-17 00:05:09,https://www.commcarehq.org/form/c1a6e2b1-056a-4874-bf55-3b94132ff07c,tester
293,d2f7260b-46ca-4b8d-b7b8-b7ad9ea270fe,community_06,Naomi,Mohammed,female,1999-07-13,,08040861771,https://www.commcarehq.org/photos/farmer_293.jpg,7,crop_farming,1,owned,2,rain-fed,---,rice maize groundnuts,1.2,1.1,3.9,---,---,---,10.5630663 7.4132816 0.0 20.0,yes,0b988b32-bbfd-4a3a-890c-311941e6e2ca,2026-01-05 00:05:00,2026-01-05,tester,2026-01-05 00:05:17,https://www.commcarehq.org/form/d2f7260b-46ca-4b8d-b7b8-b7ad9ea270fe,tester
294,cf2f3db0-5149-4af6-9dc1-695d620a899d,community_07,Emmanuel,Sani,female,1987-06-29,71126470839,08035638901,https://www.commcarehq.org/photos/farmer_294.jpg,12,mixed_farming,16,owned,3,rain-fed,---,maize rice,---,2.4,1.7,goats,12,---,10.439492 7.5485712 0.0 20.0,yes,5e8ff806-be57-4806-9a5f-35a6c27a20dc,2026-02-23 00:08:00,2026-02-23,tester,2026-02-23 00:08:20,https://www.commcarehq.org/form/cf2f3db0-5149-4af6-9dc1-695d620a899d,tester
295,cac15069-4d40-4e4b-b40b-fbdf905db12c,community_04,Ibrahim,Ojo,male,1978-10-23,21738443338,08094010511,https://www.commcarehq.org/photos/farmer_295.jpg,2,mixed_farming,17,owned,3,rain-fed,---,maize,---,1.2,---,---,---,---,10.5520905 7.3084431 0.0 20.0,yes,796405a0-6a36-4bee-b164-7b6a204e1456,2026-04-06 00:06:00,2026-04-06,tester,2026-04-06 00:06:10,https://www.commcarehq.org/form/cac15069-4d40-4e4b-b40b-fbdf905db12c,tester
296,7aa65291-74d6-42de-a0f9-751b1113f348,community_01,Esther,Adeyemi,male,1980-10-20,72157239307,08023799174,https://www.commcarehq.org/photos/farmer_296.jpg,5,crop_farming,1,owned,4,rain-fed,---,groundnuts rice,2.1,---,2.6,goats,22,---,10.2904118 7.4515287 0.0 20.0,yes,844c5db7-9e3d-4b70-bea5-a0f105afbdb1,2026-03-12 00:04:00,2026-03-12,tester,2026-03-12 00:04:18,https://www.commcarehq.org/form/7aa65291-74d6-42de-a0f9-751b1113f348,tester
297,b572dd5c-b6ec-406b-9f2a-dba5dd50db92,community_04,Musa,Samuel,female,1991-09-26,38601765923,08001722175,https://www.commcarehq.org/photos/farmer_297.jpg,6,mixed_farming,9,leased,3,borehole,---,groundnuts rice,0.5,---,1.3,goats rabbits,21,12,10.3901856 7.2000987 0.0 20.0,yes,819197b8-05c3-4c90-ba2a-bc5bcc23e3eb,2026-01-14 00:03:00,2026-01-14,tester,2026-01-14 00:03:19,https://www.commcarehq.org/form/b572dd5c-b6ec-406b-9f2a-dba5dd50db92,tester
298,ef343d83-5c24-4a36-a638-bfe6a20c5f77,community_03,Ruth,Johnson,male,1972-10-01,64863567025,08073830621,https://www.commcarehq.org/photos/farmer_298.jpg,8,mixed_farming,36,owned,3,borehole,---,maize rice groundnuts,0.6,2.7,2.1,---,---,---,10.285512 7.4239176 0.0 20.0,yes,8021a13c-88c1-4c93-924c-4463d6ffe849,2026-02-18 00:05:00,2026-02-18,tester,2026-02-18 00:05:16,https://www.commcarehq.org/form/ef343d83-5c24-4a36-a638-bfe6a20c5f77,tester
299,f29dd850-7416-4e86-9827-ff2c6aebf065,community_01,Suleiman,Yusuf,male,1993-07-07,24295590542,+2348099502663,https://www.commcarehq.org/photos/farmer_299.jpg,8,crop_farming,10,family_land,3,other,Spring Water,maize groundnuts,1.7,5.7,---,---,---,---,10.2152774 7.2115348 0.0 20.0,yes,5b3f154e-f80c-42e6-a2d4-aa918f783b9f,2026-02-09 00:07:00,2026-02-09,tester,2026-02-09 00:07:10,https://www.commcarehq.org/form/f29dd850-7416-4e86-9827-ff2c6aebf065,tester
300,946a3965-e3c9-404d-aef5-4d1a06d0ed35,community_06,Sarah,Bello,male,1975-11-29,53217358824,08005916088,https://www.commcarehq.org/photos/farmer_300.jpg,5,livestock_farming,24,owned,3,river_stream,---,groundnuts rice maize,2.6,3.5,3.1,goats rabbits,16,40,10.2794734 7.4021863 0.0 20.0,yes,8a3461c4-2f4a-4ccc-9e9a-867da752c47b,2026-01-01 00:04:00,2026-01-01,tester,2026-01-01 00:04:13,https://www.commcarehq.org/form/946a3965-e3c9-404d-aef5-4d1a06d0ed35,tester
301,658f10f2-6765-414b-a977-5c5295b4d29e,community_04,Mary,Johnson,male,1974-09-28,,08009103601,https://www.commcarehq.org/photos/farmer_301.jpg,3,crop_farming,16,owned,3,irrigation_scheme,---,rice,---,---,3.1,goats,3,---,10.3148306 7.3115854 0.0 20.0,yes,d31d49b5-2608-45da-a4eb-229f35530a59,2026-04-16 00:03:00,2026-04-16,tester,2026-04-16 00:03:11,https://www.commcarehq.org/form/658f10f2-6765-414b-a977-5c5295b4d29e,tester
302,e9d4baca-fa16-440a-88d0-8789cfb885e3,community_02,John,Isa,female,1989-02-25,88834782293,08037586195,https://www.commcarehq.org/photos/farmer_302.jpg,4,mixed_farming,12,family_land,3,rain-fed,---,rice maize groundnuts,1.8,1.8,1.3,goats,5,---,10.4524455 7.3900839 0.0 20.0,yes,4496af1e-aea6-4fe0-a948-e100b1931c14,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:17,https://www.commcarehq.org/form/e9d4baca-fa16-440a-88d0-8789cfb885e3,tester
303,3662f4c7-c873-46e9-96b9-e4d9ce4cb47d,community_05,Naomi,Musa,male,2003-07-03,54991912411,08039131574,https://www.commcarehq.org/photos/farmer_303.jpg,7,crop_farming,4,owned,1,rain-fed,---,maize rice,---,2.3,3.9,---,---,---,10.5603462 7.4027843 0.0 20.0,yes,e4eb6731-c4fd-4c2d-abb0-65c689b6e875,2026-03-10 00:06:00,2026-03-10,tester,2026-03-10 00:06:17,https://www.commcarehq.org/form/3662f4c7-c873-46e9-96b9-e4d9ce4cb47d,tester
304,138cc616-836d-448f-bf94-d6f57e43ceff,community_04,Rebecca,Yakubu,male,1986-07-19,,08019713993,https://www.commcarehq.org/photos/farmer_304.jpg,4,crop_farming,1,family_land,1,rain-fed,---,groundnuts,1.1,---,---,goats,4,---,10.2616552 7.4221393 0.0 20.0,yes,7d118468-6537-4edb-b1f9-c01a9401fe62,2026-01-02 00:05:00,2026-01-02,tester,2026-01-02 00:05:10,https://www.commcarehq.org/form/138cc616-836d-448f-bf94-d6f57e43ceff,tester
305,54ff8f4d-95ce-4b36-8009-922e383936c2,community_03,Ruth,Sani,female,1978-08-05,26823171034,08033933268,https://www.commcarehq.org/photos/farmer_305.jpg,12,mixed_farming,19,owned,4,rain-fed,---,rice groundnuts,2.0,---,3.1,---,---,---,10.255232 7.2751882 0.0 20.0,yes,30c8d001-e39a-4f7d-9ffa-54ba23507497,2026-04-22 00:02:00,2026-04-22,tester,2026-04-22 00:02:15,https://www.commcarehq.org/form/54ff8f4d-95ce-4b36-8009-922e383936c2,tester
306,7055dac8-77c1-441b-bca8-afa898aa628e,community_03,Rebecca,Usman,male,1989-06-23,69936341946,8013518376,https://www.commcarehq.org/photos/farmer_306.jpg,11,crop_farming,17,owned,6,dam_reservoir,---,maize groundnuts,1.3,2.1,---,---,---,---,10.5209674 7.380108 0.0 20.0,yes,082919e7-aaa3-4f2d-9140-032d385c2136,2026-05-02 00:07:00,2026-05-02,tester,2026-05-02 00:07:15,https://www.commcarehq.org/form/7055dac8-77c1-441b-bca8-afa898aa628e,tester
307,98475557-f8f3-4c35-bc45-139af9216d55,community_06,Daniel,James,female,1953-08-08,52979551883,08097256844,https://www.commcarehq.org/photos/farmer_307.jpg,2,crop_farming,39,family_land,2,borehole,---,rice,---,---,1.4,goats rabbits,15,22,10.3190733 7.214246 0.0 20.0,yes,73369d2b-bbd4-481e-88ad-d9b46dd723be,2026-01-10 00:06:00,2026-01-10,tester,2026-01-10 00:06:17,https://www.commcarehq.org/form/98475557-f8f3-4c35-bc45-139af9216d55,tester
308,231f8bf3-bdb9-4c9b-bd0c-4b9c29e89343,community_02,Fatima,Sani,male,1968-12-07,,08034699985,https://www.commcarehq.org/photos/farmer_308.jpg,9,crop_farming,6,owned,3,rain-fed,---,groundnuts,2.9,---,---,goats,22,---,10.2317133 7.5649387 0.0 20.0,yes,dea2f32e-3590-4e7d-ae5c-083b954e25f0,2026-02-19 00:06:00,2026-02-19,tester,2026-02-19 00:06:13,https://www.commcarehq.org/form/231f8bf3-bdb9-4c9b-bd0c-4b9c29e89343,tester
309,472269ee-eddd-4786-9280-86f9e5ab825e,community_07,Hauwa,Yakubu,male,1976-01-04,69852423409,08026150312,https://www.commcarehq.org/photos/farmer_309.jpg,12,mixed_farming,18,owned,3,rain-fed,---,groundnuts,1.1,---,---,---,---,---,10.4445545 7.4912656 0.0 20.0,yes,8e8701b5-b101-4dc1-8bfc-45d60181a149,2026-04-28 00:06:00,2026-04-28,tester,2026-04-28 00:06:18,https://www.commcarehq.org/form/472269ee-eddd-4786-9280-86f9e5ab825e,tester
310,80879727-63f2-4b35-9535-95c8f4e2fc9f,community_05,Ibrahim,Sani,male,1966-01-22,29088479934,08047266208,https://www.commcarehq.org/photos/farmer_310.jpg,3,crop_farming,14,family_land,3,rain-fed,---,maize rice,---,0.7,2.7,goats,13,---,10.3661572 7.5059761 0.0 20.0,yes,3bcbdd74-efc2-46fa-9f70-08f65dd5d89f,2026-03-14 00:06:00,2026-03-14,tester,2026-03-14 00:06:20,https://www.commcarehq.org/form/80879727-63f2-4b35-9535-95c8f4e2fc9f,tester
311,29e567f7-6f8b-44a7-a846-8fc9a8cd369e,community_07,Joseph,Philip,male,1995-05-21,87784575441,08028799532,https://www.commcarehq.org/photos/farmer_311.jpg,7,mixed_farming,11,leased,3,rain-fed,---,rice maize groundnuts,2.6,3.5,2.1,---,---,---,10.5695642 7.2710507 0.0 20.0,yes,3c20abb6-9f3e-4322-a640-d913aa09a2fc,2026-05-17 00:08:00,2026-05-17,tester,2026-05-17 00:08:15,https://www.commcarehq.org/form/29e567f7-6f8b-44a7-a846-8fc9a8cd369e,tester
312,19328b84-315b-4b01-8741-d36d094cf601,community_06,Binta,Isa,female,1998-08-08,67631029021,08010265054,https://www.commcarehq.org/photos/farmer_312.jpg,3,mixed_farming,8,family_land,6,irrigation_scheme,---,maize groundnuts rice,1.6,4.8,1.3,---,---,---,10.2799141 7.25306 0.0 20.0,yes,77b6a5fc-ea76-4339-90cc-22b60ab98cf8,2026-01-08 00:03:00,2026-01-08,tester,2026-01-08 00:03:19,https://www.commcarehq.org/form/19328b84-315b-4b01-8741-d36d094cf601,tester
313,9a313030-dbc4-4db2-a6fe-2e421075b522,community_03,Ahmed,Eze,male,1993-11-15,40748815843,08049006898,https://www.commcarehq.org/photos/farmer_313.jpg,3,livestock_farming,9,owned,3,rain-fed,---,maize,---,3.4,---,---,---,---,10.3593587 7.5289263 0.0 20.0,yes,c5185496-877d-4378-9bc9-38fe1991bfda,2026-04-04 00:05:00,2026-04-04,tester,2026-04-04 00:05:19,https://www.commcarehq.org/form/9a313030-dbc4-4db2-a6fe-2e421075b522,tester
314,07d82847-8f87-4e92-85f1-f4e1df647600,community_03,Mary,James,male,1987-05-15,,08036124236,https://www.commcarehq.org/photos/farmer_314.jpg,6,crop_farming,9,owned,3,borehole,---,maize rice groundnuts,2.4,1.4,1.5,goats,13,---,10.4855213 7.3226651 0.0 20.0,yes,3adb6485-4bd2-4688-a28e-1dbaf0827ccd,2026-05-26 00:07:00,2026-05-26,tester,2026-05-26 00:07:14,https://www.commcarehq.org/form/07d82847-8f87-4e92-85f1-f4e1df647600,tester
315,96f3cd9e-055c-4922-9271-ade5aea1f87e,community_03,Samuel,Adeyemi,male,1974-04-30,65229618497,08022851035,https://www.commcarehq.org/photos/farmer_315.jpg,7,crop_farming,23,family_land,3,rain-fed,---,maize rice,---,4.4,3.5,---,---,---,10.3519489 7.4674979 0.0 20.0,yes,c377edaa-f3da-4b35-8474-6a9aed21c4f1,2026-02-27 00:04:00,2026-02-27,tester,2026-02-27 00:04:11,https://www.commcarehq.org/form/96f3cd9e-055c-4922-9271-ade5aea1f87e,tester
316,9d3a3d0a-5773-4ac9-97ed-5845ca326556,community_02,James,Eze,female,1973-01-13,82102559810,08087306952,https://www.commcarehq.org/photos/farmer_316.jpg,7,crop_farming,4,owned,3,rain-fed,---,groundnuts rice maize,2.2,3.2,0.6,---,---,---,10.2365437 7.2760057 0.0 20.0,yes,368e77f6-0ec0-4a75-aac8-d882f3f872bf,2026-01-17 00:03:00,2026-01-17,tester,2026-01-17 00:03:14,https://www.commcarehq.org/form/9d3a3d0a-5773-4ac9-97ed-5845ca326556,tester
317,3e7ab921-a0fb-4c6b-a7b7-adc0e4ab0078,community_01,Peter,Garba,female,1979-05-24,17651108815,08036110152,https://www.commcarehq.org/photos/farmer_317.jpg,12,livestock_farming,4,family_land,2,rain-fed,---,rice maize groundnuts,1.1,2.9,1.4,---,---,---,10.3933119 7.3135023 0.0 20.0,yes,6ccab50b-8a53-49a0-81e2-588503244c08,2026-03-09 00:08:00,2026-03-09,tester,2026-03-09 00:08:12,https://www.commcarehq.org/form/3e7ab921-a0fb-4c6b-a7b7-adc0e4ab0078,tester
318,1191e031-00d2-49a2-b964-a9b46d90da96,community_03,Ahmed,Sani,male,1985-04-09,82904296987,08041043946,https://www.commcarehq.org/photos/farmer_318.jpg,7,crop_farming,8,owned,3,borehole,---,groundnuts maize,2.8,1.8,---,---,---,---,10.2767616 7.358496 0.0 20.0,yes,73c5e2f1-8e64-4aca-be41-199e8326d33b,2026-02-10 00:06:00,2026-02-10,tester,2026-02-10 00:06:10,https://www.commcarehq.org/form/1191e031-00d2-49a2-b964-a9b46d90da96,tester
319,0c0a87ea-210a-4a87-8948-9044f2780862,community_02,Esther,Ibrahim,female,1972-03-19,,08048313374,https://www.commcarehq.org/photos/farmer_319.jpg,6,crop_farming,26,owned,2,river_stream,---,maize groundnuts,2.5,1.7,---,---,---,---,10.5330207 7.2094716 0.0 20.0,yes,cce95e3f-dce6-4d08-afe5-f75f6ce41392,2026-04-08 00:04:00,2026-04-08,tester,2026-04-08 00:04:11,https://www.commcarehq.org/form/0c0a87ea-210a-4a87-8948-9044f2780862,tester
320,58fe95cc-31a0-4f70-86fe-18233f718156,community_06,Hauwa,Yakubu,male,1995-03-07,77529122887,08095997397,https://www.commcarehq.org/photos/farmer_320.jpg,4,crop_farming,2,owned,2,rain-fed,---,groundnuts maize,0.8,5.0,---,goats,25,---,10.260709 7.2601678 0.0 20.0,yes,0c9d5262-d8b0-44f9-80a5-6e5af1ab89d7,2026-02-21 00:06:00,2026-02-21,tester,2026-02-21 00:06:07,https://www.commcarehq.org/form/58fe95cc-31a0-4f70-86fe-18233f718156,tester
321,15a05f3e-27ab-4cb7-8889-8f6b36ae9709,community_03,Ibrahim,Okafor,male,1977-10-15,,08061786793,https://www.commcarehq.org/photos/farmer_321.jpg,6,crop_farming,8,owned,6,rain-fed,---,rice groundnuts maize,0.8,3.0,1.9,rabbits,---,35,10.2241145 7.5958572 0.0 20.0,yes,5d61f8f3-f21d-4dd7-b324-05101f56b40d,2026-05-25 00:05:00,2026-05-25,tester,2026-05-25 00:05:06,https://www.commcarehq.org/form/15a05f3e-27ab-4cb7-8889-8f6b36ae9709,tester
322,5d92aef6-643b-4d31-8811-017d5add7145,community_07,Deborah,Abdullahi,male,1981-09-21,87633907147,08005115854,https://www.commcarehq.org/photos/farmer_322.jpg,8,mixed_farming,14,family_land,2,irrigation_scheme,---,groundnuts maize rice,1.0,4.0,2.1,---,---,---,10.5794015 7.5557588 0.0 20.0,yes,c36348a6-bce6-42a4-a410-182255ea85b8,2026-03-17 00:02:00,2026-03-17,tester,2026-03-17 00:02:17,https://www.commcarehq.org/form/5d92aef6-643b-4d31-8811-017d5add7145,tester
323,311f20c8-d741-4b6c-ae15-8dc95565c183,community_01,Peter,Johnson,male,1992-09-13,,08034675388,https://www.commcarehq.org/photos/farmer_323.jpg,4,crop_farming,4,owned,3,rain-fed,---,rice,---,---,1.7,goats,12,---,10.4632668 7.2806806 0.0 20.0,yes,86cd5321-cd31-43ba-9416-285f3e59fc26,2026-03-11 00:03:00,2026-03-11,tester,2026-03-11 00:03:11,https://www.commcarehq.org/form/311f20c8-d741-4b6c-ae15-8dc95565c183,tester
324,ba247059-1a3e-4735-9f62-d15f9c97fd77,community_06,Amina,Peter,female,1963-01-06,62435470498,+2348004175195,https://www.commcarehq.org/photos/farmer_324.jpg,7,mixed_farming,8,leased,3,borehole,---,maize groundnuts,1.0,1.0,---,---,---,---,10.4034941 7.5779587 0.0 20.0,no,9e2ff44f-3f09-4858-8a36-65d2da8489b7,2026-04-08 00:08:00,2026-04-08,tester,2026-04-08 00:08:18,https://www.commcarehq.org/form/ba247059-1a3e-4735-9f62-d15f9c97fd77,tester
325,2f63f3d7-e5f4-44e3-b028-7a6a72b7629d,community_03,Deborah,James,male,1963-12-07,,08062768809,https://www.commcarehq.org/photos/farmer_325.jpg,8,crop_farming,16,owned,4,rain-fed,---,groundnuts rice,2.0,---,1.2,---,---,---,10.447022 7.5293003 0.0 20.0,yes,26d6cd81-fada-4a71-8031-e38e3ae687a6,2026-02-14 00:06:00,2026-02-14,tester,2026-02-14 00:06:09,https://www.commcarehq.org/form/2f63f3d7-e5f4-44e3-b028-7a6a72b7629d,tester
326,b0c0794e-8272-44cc-b21e-c0a5efc19447,community_05,Paul,Adeyemi,male,1975-04-22,49531209279,8043860004,https://www.commcarehq.org/photos/farmer_326.jpg,8,crop_farming,25,family_land,3,rain-fed,---,maize,---,5.9,---,goats rabbits,4,32,10.3857733 7.3660307 0.0 20.0,yes,cb9b50f0-cbb2-400f-8127-2905601b48f3,2026-04-23 00:03:00,2026-04-23,tester,2026-04-23 00:03:05,https://www.commcarehq.org/form/b0c0794e-8272-44cc-b21e-c0a5efc19447,tester
