number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
308,28949964-9680-461f-9e1f-7f6669e786fa,community_02,Fatima,Sani,male,1968-12-07,,8034699985,https://www.commcarehq.org/photos/farmer_308.jpg,9,crop_farming,6,owned,3,rain-fed,---,groundnuts,2.9,---,---,goats,22,---,10.2317133 7.5649387 0.0 20.0,yes,258bedf2-df51-46d1-8fa0-894182f8842f,2026-02-19 00:06:00,2026-02-19,tester_02,2026-02-19 00:06:13,https://www.commcarehq.org/form/28949964-9680-461f-9e1f-7f6669e786fa,tester_02,True,57,6.0,10.2317133,7.5649387
309,d5ca65fb-eb79-423a-a500-e2e81d1cd562,community_07,Hauwa,Yakubu,male,1976-01-04,69852423409.0,8026150312,https://www.commcarehq.org/photos/farmer_309.jpg,12,mixed_farming,18,owned,3,rain-fed,---,groundnuts,1.1,---,---,---,---,---,10.4445545 7.4912656 0.0 20.0,yes,a55e1090-3e69-429b-92e5-120ab5fb7797,2026-04-28 00:06:00,2026-04-28,tester_07,2026-04-28 00:06:18,https://www.commcarehq.org/form/d5ca65fb-eb79-423a-a500-e2e81d1cd562,tester_07,True,50,6.0,10.4445545,7.4912656
310,2d1d2469-d762-4f35-b6fc-eae50ac35d2c,community_05,Ibrahim,Sani,male,1966-01-22,29088479934.0,8047266208,https://www.commcarehq.org/photos/farmer_310.jpg,3,crop_farming,14,family_land,3,rain-fed,---,maize rice,---,0.7,2.7,goats,13,---,10.3661572 7.5059761 0.0 20.0,yes,6755915a-df3e-4645-beba-7d3c81d2ca3e,2026-03-14 00:06:00,2026-03-14,tester_05,2026-03-14 00:06:20,https://www.commcarehq.org/form/2d1d2469-d762-4f35-b6fc-eae50ac35d2c,tester_05,True,60,6.0,10.3661572,7.5059761
311,33bb7e52-cfe5-4ad4-9c62-fe0727fc13c3,community_07,Joseph,Philip,male,1995-05-21,87784575441.0,8028799532,https://www.commcarehq.org/photos/farmer_311.jpg,7,mixed_farming,11,leased,3,rain-fed,---,rice maize groundnuts,2.6,3.5,2.1,---,---,---,10.5695642 7.2710507 0.0 20.0,yes,1e7487a9-9b99-432c-addc-fcba683ab703,2026-05-17 00:08:00,2026-05-17,tester_07,2026-05-17 00:08:15,https://www.commcarehq.org/form/33bb7e52-cfe5-4ad4-9c62-fe0727fc13c3,tester_07,True,31,8.0,10.5695642,7.2710507
312,ef7c4ac1-fd5c-4709-8789-e9f97fea7b1b,community_06,Binta,Isa,female,1998-08-08,67631029021.0,8010265054,https://www.commcarehq.org/photos/farmer_312.jpg,3,mixed_farming,8,family_land,6,irrigation_scheme,---,maize groundnuts rice,1.6,4.8,1.3,---,---,---,10.2799141 7.25306 0.0 20.0,yes,773e97f1-c81c-4a83-a9f1-4b01ddafa9cc,2026-01-08 00:03:00,2026-01-08,tester_06,2026-01-08 00:03:19,https://www.commcarehq.org/form/ef7c4ac1-fd5c-4709-8789-e9f97fea7b1b,tester_06,True,27,3.0,10.2799141,7.25306
313,9294abce-eab4-48d0-9524-ccbacbc875fd,community_03,Ahmed,Eze,male,1993-11-15,40748815843.0,8049006898,https://www.commcarehq.org/photos/farmer_313.jpg,3,livestock_farming,9,owned,3,rain-fed,---,maize,---,3.4,---,---,---,---,10.3593587 7.5289263 0.0 20.0,yes,916767bf-59c9-49f9-bc62-e675c7b31c4d,2026-04-04 00:05:00,2026-04-04,tester_03,2026-04-04 00:05:19,https://www.commcarehq.org/form/9294abce-eab4-48d0-9524-ccbacbc875fd,tester_03,True,32,5.0,10.3593587,7.5289263
314,e2520193-4843-41d4-98aa-4eb2a0904fb9,community_03,Mary,James,male,1987-05-15,,8036124236,https://www.commcarehq.org/photos/farmer_314.jpg,6,crop_farming,9,owned,3,borehole,---,maize rice groundnuts,2.4,1.4,1.5,goats,13,---,10.4855213 7.3226651 0.0 20.0,yes,00615db3-f925-431d-84c2-2eb3dd8757fb,2026-05-26 00:07:00,2026-05-26,tester_03,2026-05-26 00:07:14,https://www.commcarehq.org/form/e2520193-4843-41d4-98aa-4eb2a0904fb9,tester_03,True,39,7.0,10.4855213,7.3226651
315,b04daf50-238d-4f90-b154-0e63c973e3ee,community_03,Samuel,Adeyemi,male,1974-04-30,65229618497.0,8022851035,https://www.commcarehq.org/photos/farmer_315.jpg,7,crop_farming,23,family_land,3,rain-fed,---,maize rice,---,4.4,3.5,---,---,---,10.3519489 7.4674979 0.0 20.0,yes,41dbf9f0-d9dc-4302-a7a8-7cd171365ba2,2026-02-27 00:04:00,2026-02-27,tester_03,2026-02-27 00:04:11,https://www.commcarehq.org/form/b04daf50-238d-4f90-b154-0e63c973e3ee,tester_03,True,52,4.0,10.3519489,7.4674979
316,68debe68-40fc-49c5-8aef-c82430844f16,community_02,James,Eze,female,1973-01-13,82102559810.0,8087306952,https://www.commcarehq.org/photos/farmer_316.jpg,7,crop_farming,4,owned,3,rain-fed,---,groundnuts rice maize,2.2,3.2,0.6,---,---,---,10.2365437 7.2760057 0.0 20.0,yes,66d93e61-e97c-453f-80b7-716fac82d8df,2026-01-17 00:03:00,2026-01-17,tester_02,2026-01-17 00:03:14,https://www.commcarehq.org/form/68debe68-40fc-49c5-8aef-c82430844f16,tester_02,True,53,3.0,10.2365437,7.2760057
317,93891081-fa99-447b-b04f-d4d4a8f38c90,community_01,Peter,Garba,female,1979-05-24,17651108815.0,8036110152,https://www.commcarehq.org/photos/farmer_317.jpg,12,livestock_farming,4,family_land,2,rain-fed,---,rice maize groundnuts,1.1,2.9,1.4,---,---,---,10.3933119 7.3135023 0.0 20.0,yes,2e821303-28fb-4818-905b-0d76334169bf,2026-03-09 00:08:00,2026-03-09,tester_01,2026-03-09 00:08:12,https://www.commcarehq.org/form/93891081-fa99-447b-b04f-d4d4a8f38c90,tester_01,True,47,8.0,10.3933119,7.3135023
318,7a498438-7788-4a74-a9fd-9c1ac9204ea1,community_03,Ahmed,Sani,male,1985-04-09,82904296987.0,8041043946,https://www.commcarehq.org/photos/farmer_318.jpg,7,crop_farming,8,owned,3,borehole,---,groundnuts maize,2.8,1.8,---,---,---,---,10.2767616 7.358496 0.0 20.0,yes,c332425c-0376-4a3f-a43f-1099dc70ac7a,2026-02-10 00:06:00,2026-02-10,tester_03,2026-02-10 00:06:10,https://www.commcarehq.org/form/7a498438-7788-4a74-a9fd-9c1ac9204ea1,tester_03,True,41,6.0,10.2767616,7.358496
319,b7c26f08-a7ac-488b-b6a0-a54791345599,community_02,Esther,Ibrahim,female,1972-03-19,,8048313374,https://www.commcarehq.org/photos/farmer_319.jpg,6,crop_farming,26,owned,2,river_stream,---,maize groundnuts,2.5,1.7,---,---,---,---,10.5330207 7.2094716 0.0 20.0,yes,7956ffbd-bb58-4e4c-acf7-beec9b5501ad,2026-04-08 00:04:00,2026-04-08,tester_02,2026-04-08 00:04:11,https://www.commcarehq.org/form/b7c26f08-a7ac-488b-b6a0-a54791345599,tester_02,True,54,4.0,10.5330207,7.2094716
320,c95557f5-4c37-48ac-a014-d1e5c57c5b99,community_06,Hauwa,Yakubu,male,1995-03-07,77529122887.0,8095997397,https://www.commcarehq.org/photos/farmer_320.jpg,4,crop_farming,2,owned,2,rain-fed,---,groundnuts maize,0.8,5.0,---,goats,25,---,10.260709 7.2601678 0.0 20.0,yes,1e920555-d366-456b-94d9-a86e5c7773cb,2026-02-21 00:06:00,2026-02-21,tester_06,2026-02-21 00:06:07,https://www.commcarehq.org/form/c95557f5-4c37-48ac-a014-d1e5c57c5b99,tester_06,True,31,6.0,10.260709,7.2601678
321,c999cfb4-6f00-4a8c-8931-c43434cb6d91,community_03,Ibrahim,Okafor,male,1977-10-15,,8061786793,https://www.commcarehq.org/photos/farmer_321.jpg,6,crop_farming,8,owned,6,rain-fed,---,rice groundnuts maize,0.8,3.0,1.9,rabbits,---,35,10.2241145 7.5958572 0.0 20.0,yes,0b5e6a12-0f11-4da4-9e59-78b479c739d3,2026-05-25 00:05:00,2026-05-25,tester_03,2026-05-25 00:05:06,https://www.commcarehq.org/form/c999cfb4-6f00-4a8c-8931-c43434cb6d91,tester_03,True,48,5.0,10.2241145,7.5958572
322,bdafca02-4076-42f2-b96d-e2570d8ce69b,community_07,Deborah,Abdullahi,male,1981-09-21,87633907147.0,8005115854,https://www.commcarehq.org/photos/farmer_322.jpg,8,mixed_farming,14,family_land,2,irrigation_scheme,---,groundnuts maize rice,1.0,4.0,2.1,---,---,---,10.5794015 7.5557588 0.0 20.0,yes,bd670d30-1b44-4be4-b17d-ee539e3bd8a1,2026-03-17 00:02:00,2026-03-17,tester_07,2026-03-17 00:02:17,https://www.commcarehq.org/form/bdafca02-4076-42f2-b96d-e2570d8ce69b,tester_07,True,44,2.0,10.5794015,7.5557588
323,9b3e94b9-e5ef-4e92-ae9e-6f7067ecc3f1,community_01,Peter,Johnson,male,1992-09-13,,8034675388,https://www.commcarehq.org/photos/farmer_323.jpg,4,crop_farming,4,owned,3,rain-fed,---,rice,---,---,1.7,goats,12,---,10.4632668 7.2806806 0.0 20.0,yes,097578f8-5828-4847-a58d-81527355ed47,2026-03-11 00:03:00,2026-03-11,tester_01,2026-03-11 00:03:11,https://www.commcarehq.org/form/9b3e94b9-e5ef-4e92-ae9e-6f7067ecc3f1,tester_01,True,33,3.0,10.4632668,7.2806806
324,2eecd98f-93a0-4105-88c9-0ce1861e4640,community_06,Amina,Peter,female,1963-01-06,62435470498.0,8004175195,https://www.commcarehq.org/photos/farmer_324.jpg,7,mixed_farming,8,leased,3,borehole,---,maize groundnuts,1.0,1.0,---,---,---,---,10.4034941 7.5779587 0.0 20.0,no,517dba64-04df-4b7b-8d60-dc79fd4441d5,2026-04-08 00:08:00,2026-04-08,tester_06,2026-04-08 00:08:18,https://www.commcarehq.org/form/2eecd98f-93a0-4105-88c9-0ce1861e4640,tester_06,True,63,8.0,10.4034941,7.5779587
325,0ec94aa5-f19e-4121-9f44-49a169defbea,community_03,Deborah,James,male,1963-12-07,,8062768809,https://www.commcarehq.org/photos/farmer_325.jpg,8,crop_farming,16,owned,4,rain-fed,---,groundnuts rice,2.0,---,1.2,---,---,---,10.447022 7.5293003 0.0 20.0,yes,78fbdca2-79c0-4773-8bae-6db2fa1f8d62,2026-02-14 00:06:00,2026-02-14,tester_03,2026-02-14 00:06:09,https://www.commcarehq.org/form/0ec94aa5-f19e-4121-9f44-49a169defbea,tester_03,True,62,6.0,10.447022,7.5293003
326,58fb81ef-1230-4908-bfeb-ab9b709129cd,community_05,Paul,Adeyemi,male,1975-04-22,49531209279.0,8043860004,https://www.commcarehq.org/photos/farmer_326.jpg,8,crop_farming,25,family_land,3,rain-fed,---,maize,---,5.9,---,goats rabbits,4,32,10.3857733 7.3660307 0.0 20.0,yes,7d89acda-3338-4085-9c6a-23e5c63e60b8,2026-04-23 00:03:00,2026-04-23,tester_05,2026-04-23 00:03:05,https://www.commcarehq.org/form/58fb81ef-1230-4908-bfeb-ab9b709129cd,tester_05,True,51,3.0,10.3857733,7.3660307
327,e79b615a-de3c-4a9c-8853-983de2649c14,community_02,Ruth,Michael,female,1997-10-05,25961452647.0,8047812192,https://www.commcarehq.org/photos/farmer_327.jpg,3,crop_farming,10,owned,1,borehole,---,maize rice,---,4.5,2.3,---,---,---,10.5039574 7.2526828 0.0 20.0,yes,c684ccd0-8050-46e9-bc4d-975d673e00ed,2026-06-19 00:03:00,2026-06-19,tester_02,2026-06-19 00:03:06,https://www.commcarehq.org/form/e79b615a-de3c-4a9c-8853-983de2649c14,tester_02,True,28,3.0,10.5039574,7.2526828
328,d9e2c276-6313-42f0-aa61-d307dbcc4c69,community_05,Paul,David,female,1974-07-07,43478291751.0,8013543685,https://www.commcarehq.org/photos/farmer_328.jpg,6,crop_farming,29,owned,2,rain-fed,---,maize groundnuts,1.1,5.3,---,---,---,---,10.4652992 7.4672051 0.0 20.0,yes,17f56476-8285-4921-ba41-6471683bf3a7,2026-05-13 00:04:00,2026-05-13,tester_05,2026-05-13 00:04:07,https://www.commcarehq.org/form/d9e2c276-6313-42f0-aa61-d307dbcc4c69,tester_05,True,52,4.0,10.4652992,7.4672051
329,dc3090cd-ad3d-4bac-aa4b-cbdcd9047743,community_06,David,Ojo,male,1985-03-17,,8081713459,https://www.commcarehq.org/photos/farmer_329.jpg,7,livestock_farming,17,owned,3,rain-fed,---,rice maize groundnuts,1.9,3.7,0.7,---,---,---,10.4774779 7.5988699 0.0 20.0,yes,73bb3600-23dd-46a8-a365-aa96ed12e775,2026-02-10 00:02:00,2026-02-10,tester_06,2026-02-10 00:02:10,https://www.commcarehq.org/form/dc3090cd-ad3d-4bac-aa4b-cbdcd9047743,tester_06,True,41,2.0,10.4774779,7.5988699
330,dce506f0-2abf-4a75-8c8f-aa0ca2ee0aef,community_05,Deborah,Eze,male,1961-10-14,,8068299299,https://www.commcarehq.org/photos/farmer_330.jpg,6,livestock_farming,1,owned,3,rain-fed,---,rice groundnuts maize,2.4,1.3,2.2,goats,9,---,10.2637772 7.3676037 0.0 20.0,yes,fcbb5168-5d37-4f5f-ad3b-8f4c07fbe7ee,2026-03-05 00:08:00,2026-03-05,tester_05,2026-03-05 00:08:16,https://www.commcarehq.org/form/dce506f0-2abf-4a75-8c8f-aa0ca2ee0aef,tester_05,True,64,8.0,10.2637772,7.3676037
331,13a7679b-a526-4a47-8b6f-25d21fe35f91,community_01,James,Peter,female,1996-09-12,,8014670131,https://www.commcarehq.org/photos/farmer_331.jpg,8,crop_farming,2,owned,3,rain-fed,---,maize rice groundnuts,1.5,5.8,0.9,---,---,---,10.5504969 7.4765748 0.0 20.0,yes,45a3ec77-e978-4ae4-a2bb-85e6b7d261b5,2026-03-16 00:03:00,2026-03-16,tester_01,2026-03-16 00:03:08,https://www.commcarehq.org/form/13a7679b-a526-4a47-8b6f-25d21fe35f91,tester_01,True,29,3.0,10.5504969,7.4765748
332,a7705413-d8fc-46b0-a0c9-b69b4450b538,community_01,Suleiman,Eze,female,1972-08-08,67692050763.0,8001787963,https://www.commcarehq.org/photos/farmer_332.jpg,8,crop_farming,7,family_land,2,rain-fed,---,maize rice groundnuts,3.0,5.5,2.2,---,---,---,10.4426511 7.5481574 0.0 20.0,yes,cb9517ba-7030-4996-8bb1-e26aca098e96,2026-01-11 00:06:00,2026-01-11,tester_01,2026-01-11 00:06:08,https://www.commcarehq.org/form/a7705413-d8fc-46b0-a0c9-b69b4450b538,tester_01,True,54,6.0,10.4426511,7.5481574
333,ef9d7dbf-b078-4da7-8f00-e1edf965d067,community_04,Paul,Ojo,female,1985-03-11,95486125412.0,8043737855,https://www.commcarehq.org/photos/farmer_333.jpg,6,mixed_farming,22,leased,1,rain-fed,---,groundnuts maize,2.8,5.3,---,---,---,---,10.3014057 7.5273474 0.0 20.0,yes,0627c940-6e90-4501-aa1a-1b1718aa355d,2026-03-05 00:04:00,2026-03-05,tester_04,2026-03-05 00:04:19,https://www.commcarehq.org/form/ef9d7dbf-b078-4da7-8f00-e1edf965d067,tester_04,True,41,4.0,10.3014057,7.5273474
334,27c4a082-432b-418c-af85-03ff1b616516,community_06,Ibrahim,Ali,female,1984-03-26,86723074873.0,8067771403,https://www.commcarehq.org/photos/farmer_334.jpg,7,crop_farming,10,owned,5,rain-fed,---,rice groundnuts,2.4,---,1.2,---,---,---,10.3348005 7.3751076 0.0 20.0,yes,2001da8c-83d0-4b6d-8006-be9b19019b8e,2026-02-10 00:03:00,2026-02-10,tester_06,2026-02-10 00:03:15,https://www.commcarehq.org/form/27c4a082-432b-418c-af85-03ff1b616516,tester_06,True,42,3.0,10.3348005,7.3751076
335,65735894-c2d4-4093-9c49-53071c941e51,community_01,John,Okafor,male,1978-02-12,,8053610584,https://www.commcarehq.org/photos/farmer_335.jpg,2,crop_farming,30,owned,3,irrigation_scheme,---,rice groundnuts,1.3,---,1.3,---,---,---,10.2620047 7.5970709 0.0 20.0,yes,16ef6832-4d01-4446-b453-27eaa1ad8818,2026-02-27 00:08:00,2026-02-27,tester_01,2026-02-27 00:08:12,https://www.commcarehq.org/form/65735894-c2d4-4093-9c49-53071c941e51,tester_01,True,48,8.0,10.2620047,7.5970709
336,055f2152-c7f7-4f53-bf7b-47e951355683,community_02,Peter,Ali,female,1996-02-08,77053976518.0,8084554856,https://www.commcarehq.org/photos/farmer_336.jpg,6,livestock_farming,5,owned,2,dam_reservoir,---,rice maize,---,1.0,2.9,goats,24,---,10.4153102 7.2515059 0.0 20.0,yes,a17076c5-fc01-4c68-b2e5-b9741fc22ac8,2026-05-10 00:07:00,2026-05-10,tester_02,2026-05-10 00:07:20,https://www.commcarehq.org/form/055f2152-c7f7-4f53-bf7b-47e951355683,tester_02,True,30,7.0,10.4153102,7.2515059
337,b3e921fd-7330-4215-9fab-509157d6a6d5,community_04,Mary,Abdullahi,female,1990-07-16,44295644929.0,8045064491,https://www.commcarehq.org/photos/farmer_337.jpg,7,livestock_farming,16,leased,5,rain-fed,---,maize rice groundnuts,2.3,3.4,3.0,---,---,---,10.2860817 7.3808447 0.0 20.0,yes,0943a45e-8296-4bb6-a574-5b1c3177aea5,2026-06-22 00:04:00,2026-06-22,tester_04,2026-06-22 00:04:15,https://www.commcarehq.org/form/b3e921fd-7330-4215-9fab-509157d6a6d5,tester_04,True,36,4.0,10.2860817,7.3808447
338,5315f725-1796-4554-8425-add83345bac8,community_02,Paul,Michael,male,1987-07-28,13705414652.0,8090757004,https://www.commcarehq.org/photos/farmer_338.jpg,4,mixed_farming,6,family_land,1,rain-fed,---,maize,---,1.0,---,---,---,---,10.579612 7.3549805 0.0 20.0,yes,20812ba8-a149-4b0d-a695-d6ae4ffe5d99,2026-06-28 00:05:00,2026-06-28,tester_02,2026-06-28 00:05:09,https://www.commcarehq.org/form/5315f725-1796-4554-8425-add83345bac8,tester_02,True,39,5.0,10.579612,7.3549805
339,d418b231-8b68-48f1-bf32-e587c6f60b50,community_06,Rebecca,James,male,2002-02-28,45152444945.0,8042963750,https://www.commcarehq.org/photos/farmer_339.jpg,1,crop_farming,1,leased,5,rain-fed,---,rice,---,---,2.5,---,---,---,10.2753928 7.448349 0.0 20.0,yes,9940c27f-d5a6-4348-9a44-c9776c72f109,2026-02-25 00:04:00,2026-02-25,tester_06,2026-02-25 00:04:08,https://www.commcarehq.org/form/d418b231-8b68-48f1-bf32-e587c6f60b50,tester_06,True,24,4.0,10.2753928,7.448349
340,9591ee19-3e9c-4b0d-babc-e8446d6d20b9,community_06,Elizabeth,Peter,female,1978-07-17,,8075846987,https://www.commcarehq.org/photos/farmer_340.jpg,3,crop_farming,12,family_land,3,irrigation_scheme,---,groundnuts rice,3.0,---,3.7,---,---,---,10.4191922 7.3555383 0.0 20.0,yes,f610578f-acbd-47ed-866e-8988e7b1c879,2026-01-30 00:07:00,2026-01-30,tester_06,2026-01-30 00:07:07,https://www.commcarehq.org/form/9591ee19-3e9c-4b0d-babc-e8446d6d20b9,tester_06,True,48,7.0,10.4191922,7.3555383
341,7f2424ba-8221-416d-8079-c7137ebdaf5f,community_02,Daniel,Peter,male,1972-12-20,25423799715.0,8080695757,https://www.commcarehq.org/photos/farmer_341.jpg,8,crop_farming,13,owned,3,rain-fed,---,maize,---,0.6,---,goats,19,---,10.3555235 7.3990458 0.0 20.0,yes,0fc6e002-00ff-4be2-9874-2755e9dc335c,2026-03-15 00:08:00,2026-03-15,tester_02,2026-03-15 00:08:06,https://www.commcarehq.org/form/7f2424ba-8221-416d-8079-c7137ebdaf5f,tester_02,True,53,8.0,10.3555235,7.3990458
342,b133b037-c2fa-4ea1-b822-e4700a42f3b1,community_04,Grace,Daniel,female,1986-09-22,55702456798.0,8075031908,https://www.commcarehq.org/photos/farmer_342.jpg,6,crop_farming,12,family_land,1,rain-fed,---,groundnuts,2.3,---,---,goats,8,---,10.4284581 7.4452068 0.0 20.0,yes,38c25b4b-a775-429d-9b11-b5638d8953a4,2026-04-08 00:03:00,2026-04-08,tester_04,2026-04-08 00:03:08,https://www.commcarehq.org/form/b133b037-c2fa-4ea1-b822-e4700a42f3b1,tester_04,True,39,3.0,10.4284581,7.4452068
343,0506b8cb-6b55-4594-9c27-822a0b6fcbae,community_07,Amina,Michael,male,1971-04-16,,8083801268,https://www.commcarehq.org/photos/farmer_343.jpg,6,livestock_farming,20,owned,3,rain-fed,---,groundnuts maize rice,1.4,5.6,1.2,---,---,---,10.2041719 7.4770093 0.0 20.0,yes,609176ca-0917-476b-a9ab-66c5c83de719,2026-04-25 00:03:00,2026-04-25,tester_07,2026-04-25 00:03:12,https://www.commcarehq.org/form/0506b8cb-6b55-4594-9c27-822a0b6fcbae,tester_07,True,55,3.0,10.2041719,7.4770093
344,a05c6d31-bf0d-488b-9179-b036ed545bd4,community_01,Mary,James,male,1975-04-12,47538413359.0,8097622827,https://www.commcarehq.org/photos/farmer_344.jpg,6,livestock_farming,32,owned,3,rain-fed,---,groundnuts,1.1,---,---,rabbits,---,6,10.2967007 7.4461283 0.0 20.0,yes,ca7bc036-238c-46f0-a02d-febf3e6cd312,2026-02-06 00:05:00,2026-02-06,tester_01,2026-02-06 00:05:06,https://www.commcarehq.org/form/a05c6d31-bf0d-488b-9179-b036ed545bd4,tester_01,True,51,5.0,10.2967007,7.4461283
345,2c654f3a-22b0-47a4-91de-e8f4cd9c62fc,community_05,Esther,Lawal,female,1971-06-23,31254029708.0,8039932631,https://www.commcarehq.org/photos/farmer_345.jpg,5,mixed_farming,22,family_land,5,rain-fed,---,rice,---,---,2.3,rabbits,---,22,10.2226853 7.4739051 0.0 20.0,yes,dae56849-96e6-4a2c-9040-c3dc5d23e48c,2026-05-17 00:02:00,2026-05-17,tester_05,2026-05-17 00:02:10,https://www.commcarehq.org/form/2c654f3a-22b0-47a4-91de-e8f4cd9c62fc,tester_05,True,55,2.0,10.2226853,7.4739051
346,67a78e9d-90ad-4428-9673-22c08388de4d,community_05,Ibrahim,Samuel,male,1959-07-15,16711795478.0,8087126506,https://www.commcarehq.org/photos/farmer_346.jpg,6,crop_farming,40,owned,3,rain-fed,---,maize rice,---,3.4,3.6,---,---,---,10.2895359 7.3147454 0.0 20.0,yes,4af927e4-c4ad-436b-9101-22e0f0e9e8a3,2026-04-10 00:04:00,2026-04-10,tester_05,2026-04-10 00:04:10,https://www.commcarehq.org/form/67a78e9d-90ad-4428-9673-22c08388de4d,tester_05,True,67,4.0,10.2895359,7.3147454
347,363db7fc-3879-4eb8-8ece-29d940b3d374,community_03,Amina,Usman,female,2000-12-09,,8052483944,https://www.commcarehq.org/photos/farmer_347.jpg,8,crop_farming,6,owned,6,rain-fed,---,rice,---,---,1.2,goats,25,---,10.4475505 7.5601417 0.0 20.0,yes,5e1a7c78-75eb-4da0-90ce-0ec9c08ed519,2026-04-15 00:04:00,2026-04-15,tester_03,2026-04-15 00:04:14,https://www.commcarehq.org/form/363db7fc-3879-4eb8-8ece-29d940b3d374,tester_03,True,25,4.0,10.4475505,7.5601417
348,4c4166e8-625f-491a-900c-3de16f84d11d,community_02,Sarah,Ibrahim,male,1981-08-27,36626262113.0,8038694902,https://www.commcarehq.org/photos/farmer_348.jpg,7,mixed_farming,19,family_land,3,borehole,---,groundnuts,1.5,---,---,---,---,---,10.252222 7.572501 0.0 20.0,yes,1d5bbfa7-9109-4b93-b838-5e0985b5aac3,2026-06-06 00:06:00,2026-06-06,tester_02,2026-06-06 00:06:06,https://www.commcarehq.org/form/4c4166e8-625f-491a-900c-3de16f84d11d,tester_02,True,44,6.0,10.252222,7.572501
349,eeba9494-3fc3-41cf-94e0-ccace5af8c22,community_05,Paul,Bello,male,2008-01-18,,8039212839,https://www.commcarehq.org/photos/farmer_349.jpg,7,crop_farming,1,owned,1,rain-fed,---,groundnuts,1.5,---,---,---,---,---,10.2633122 7.4209285 0.0 20.0,yes,92d0a9ca-c99f-4619-978d-24ba58839f2e,2026-03-13 00:07:00,2026-03-13,tester_05,2026-03-13 00:07:12,https://www.commcarehq.org/form/eeba9494-3fc3-41cf-94e0-ccace5af8c22,tester_05,True,18,7.0,10.2633122,7.4209285
350,96c3fdc2-539f-42e4-b72a-baca61661735,community_07,Ahmed,Peter,female,2008-04-27,,8044759345,https://www.commcarehq.org/photos/farmer_350.jpg,6,livestock_farming,1,leased,1,rain-fed,---,rice,---,---,1.6,goats rabbits,6,14,10.58463 7.3282794 0.0 20.0,yes,5d0507e2-2b7a-4bba-acc5-4b9137987d10,2026-01-22 00:04:00,2026-01-22,tester_07,2026-01-22 00:04:20,https://www.commcarehq.org/form/96c3fdc2-539f-42e4-b72a-baca61661735,tester_07,True,18,4.0,10.58463,7.3282794
351,8f525d21-fefa-47bf-9196-f1a541c6a8f0,community_01,Naomi,Okafor,male,2004-03-30,82937290927.0,8090316729,https://www.commcarehq.org/photos/farmer_351.jpg,2,crop_farming,1,owned,6,rain-fed,---,groundnuts maize,1.5,0.7,---,---,---,---,10.334254 7.5212584 0.0 20.0,yes,dacac187-8c0c-4e6b-95ed-5447327c0c0f,2026-04-19 00:05:00,2026-04-19,tester_01,2026-04-19 00:05:15,https://www.commcarehq.org/form/8f525d21-fefa-47bf-9196-f1a541c6a8f0,tester_01,True,22,5.0,10.334254,7.5212584
352,ac08fe3b-9435-4949-904a-e7c474059e97,community_01,Daniel,Balogun,male,1992-02-24,21475327679.0,8089880172,https://www.commcarehq.org/photos/farmer_352.jpg,4,mixed_farming,3,leased,1,borehole,---,rice groundnuts,0.9,---,2.7,---,---,---,10.5493606 7.5144527 0.0 20.0,yes,96ae238f-0504-4db4-ac12-dd07edd1abd6,2026-02-01 00:02:00,2026-02-01,tester_01,2026-02-01 00:02:09,https://www.commcarehq.org/form/ac08fe3b-9435-4949-904a-e7c474059e97,tester_01,True,34,2.0,10.5493606,7.5144527
353,a296e8ba-86f1-4cec-a265-aac108415c14,community_02,Suleiman,Philip,male,2007-07-05,43009404934.0,8027361874,https://www.commcarehq.org/photos/farmer_353.jpg,8,mixed_farming,1,owned,4,other,Community Well,rice,---,---,2.5,goats,5,---,10.2303119 7.2748192 0.0 20.0,yes,bdc76bec-658a-4e1f-9e7f-a21240067685,2026-02-28 00:03:00,2026-02-28,tester_02,2026-02-28 00:03:17,https://www.commcarehq.org/form/a296e8ba-86f1-4cec-a265-aac108415c14,tester_02,True,19,3.0,10.2303119,7.2748192
