number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid
335,c12220d8-3ed2-4ded-b030-f085d31def9b,community_01,John,Okafor,male,1978-02-12,,08053610584,https://www.commcarehq.org/photos/farmer_335.jpg,2,crop_farming,30,owned,3,irrigation_scheme,---,rice groundnuts,1.3,---,1.3,---,---,---,10.2620047 7.5970709 0.0 20.0,yes,dfe52dda-d32c-4bc6-9681-89ae8bf3f8bc,2026-02-27 00:08:00,2026-02-27,tester,2026-02-27 00:08:12,https://www.commcarehq.org/form/c12220d8-3ed2-4ded-b030-f085d31def9b,tester,True
336,1285cfb0-81f6-4c44-9d85-37574f47af72,community_02,Peter,Ali,female,1996-02-08,77053976518.0,08084554856,https://www.commcarehq.org/photos/farmer_336.jpg,6,livestock_farming,5,owned,2,dam_reservoir,---,rice maize,---,1.0,2.9,goats,24,---,10.4153102 7.2515059 0.0 20.0,yes,5238398a-cf09-4102-9797-9009aa02aede,2026-05-10 00:07:00,2026-05-10,tester,2026-05-10 00:07:20,https://www.commcarehq.org/form/1285cfb0-81f6-4c44-9d85-37574f47af72,tester,True
337,323ba83f-c41d-4021-a8cd-b1023592500f,community_04,Mary,Abdullahi,female,1990-07-16,44295644929.0,08045064491,https://www.commcarehq.org/photos/farmer_337.jpg,7,livestock_farming,16,leased,5,rain-fed,---,maize rice groundnuts,2.3,3.4,3.0,---,---,---,10.2860817 7.3808447 0.0 20.0,yes,5ddcf556-ee84-46a4-9020-7e591135237b,2026-06-22 00:04:00,2026-06-22,tester,2026-06-22 00:04:15,https://www.commcarehq.org/form/323ba83f-c41d-4021-a8cd-b1023592500f,tester,True
338,cb9479cb-6882-4bfc-a15b-3059593886b9,community_02,Paul,Michael,male,1987-07-28,13705414652.0,08090757004,https://www.commcarehq.org/photos/farmer_338.jpg,4,mixed_farming,6,family_land,1,rain-fed,---,maize,---,1.0,---,---,---,---,10.579612 7.3549805 0.0 20.0,yes,bd4d1f69-ba48-450c-a5e7-0cf0e9f4cc9f,2026-06-28 00:05:00,2026-06-28,tester,2026-06-28 00:05:09,https://www.commcarehq.org/form/cb9479cb-6882-4bfc-a15b-3059593886b9,tester,True
339,ef435c91-ce51-4c8a-9815-d36a073e562e,community_06,Rebecca,James,male,2002-02-28,45152444945.0,08042963750,https://www.commcarehq.org/photos/farmer_339.jpg,1,crop_farming,1,leased,5,rain-fed,---,rice,---,---,2.5,---,---,---,10.2753928 7.448349 0.0 20.0,yes,1bf1d4e6-4a9b-4d2b-82c2-131c26dfba2a,2026-02-25 00:04:00,2026-02-25,tester,2026-02-25 00:04:08,https://www.commcarehq.org/form/ef435c91-ce51-4c8a-9815-d36a073e562e,tester,True
340,c5b717fe-cde4-42ff-8be9-807b5d8b960e,community_06,Elizabeth,Peter,female,1978-07-17,,08075846987,https://www.commcarehq.org/photos/farmer_340.jpg,3,crop_farming,12,family_land,3,irrigation_scheme,---,groundnuts rice,3.0,---,3.7,---,---,---,10.4191922 7.3555383 0.0 20.0,yes,133aeca5-60dc-447a-afa0-3d2edb9542ce,2026-01-30 00:07:00,2026-01-30,tester,2026-01-30 00:07:07,https://www.commcarehq.org/form/c5b717fe-cde4-42ff-8be9-807b5d8b960e,tester,True
341,0a90f416-3260-4d5a-a18a-215f52cb59b9,community_02,Daniel,Peter,male,1972-12-20,25423799715.0,08080695757,https://www.commcarehq.org/photos/farmer_341.jpg,8,crop_farming,13,owned,3,rain-fed,---,maize,---,0.6,---,goats,19,---,10.3555235 7.3990458 0.0 20.0,yes,f4c53ab4-a036-4f89-a5ec-879c99b749f0,2026-03-15 00:08:00,2026-03-15,tester,2026-03-15 00:08:06,https://www.commcarehq.org/form/0a90f416-3260-4d5a-a18a-215f52cb59b9,tester,True
342,f1401d7f-aff2-4c89-9138-1faf37a5a032,community_04,Grace,Daniel,female,1986-09-22,55702456798.0,08075031908,https://www.commcarehq.org/photos/farmer_342.jpg,6,crop_farming,12,family_land,1,rain-fed,---,groundnuts,2.3,---,---,goats,8,---,10.4284581 7.4452068 0.0 20.0,yes,4fc7f3f8-e14a-425f-94ee-e48fd123d84b,2026-04-08 00:03:00,2026-04-08,tester,2026-04-08 00:03:08,https://www.commcarehq.org/form/f1401d7f-aff2-4c89-9138-1faf37a5a032,tester,True
343,d9b4e545-949e-41a9-aa79-43eb76ea2a11,community_07,Amina,Michael,male,1971-04-16,,08083801268,https://www.commcarehq.org/photos/farmer_343.jpg,6,livestock_farming,20,owned,3,rain-fed,---,groundnuts maize rice,1.4,5.6,1.2,---,---,---,10.2041719 7.4770093 0.0 20.0,yes,d28f8d4b-4c02-4a78-a637-7a1b689d0e54,2026-04-25 00:03:00,2026-04-25,tester,2026-04-25 00:03:12,https://www.commcarehq.org/form/d9b4e545-949e-41a9-aa79-43eb76ea2a11,tester,True
344,982af6d9-000c-4a46-8a1d-ab528671ac30,community_01,Mary,James,male,1975-04-12,47538413359.0,08097622827,https://www.commcarehq.org/photos/farmer_344.jpg,6,livestock_farming,32,owned,3,rain-fed,---,groundnuts,1.1,---,---,rabbits,---,6,10.2967007 7.4461283 0.0 20.0,yes,c2cd8cba-0ff3-4337-928a-d284b0d39eaf,2026-02-06 00:05:00,2026-02-06,tester,2026-02-06 00:05:06,https://www.commcarehq.org/form/982af6d9-000c-4a46-8a1d-ab528671ac30,tester,True
345,9f5aa001-aca8-4079-bada-c9b527713371,community_05,Esther,Lawal,female,1971-06-23,31254029708.0,08039932631,https://www.commcarehq.org/photos/farmer_345.jpg,5,mixed_farming,22,family_land,5,rain-fed,---,rice,---,---,2.3,rabbits,---,22,10.2226853 7.4739051 0.0 20.0,yes,adcdeb88-891d-4eb0-adf4-bed97ebfafcc,2026-05-17 00:02:00,2026-05-17,tester,2026-05-17 00:02:10,https://www.commcarehq.org/form/9f5aa001-aca8-4079-bada-c9b527713371,tester,True
346,b17f2a59-bc0b-49e1-9363-c371c2723859,community_05,Ibrahim,Samuel,male,1959-07-15,16711795478.0,08087126506,https://www.commcarehq.org/photos/farmer_346.jpg,6,crop_farming,40,owned,3,rain-fed,---,maize rice,---,3.4,3.6,---,---,---,10.2895359 7.3147454 0.0 20.0,yes,c1fa0152-7a85-46f7-a2ab-0699364d30b7,2026-04-10 00:04:00,2026-04-10,tester,2026-04-10 00:04:10,https://www.commcarehq.org/form/b17f2a59-bc0b-49e1-9363-c371c2723859,tester,True
347,f52443bf-a896-46a7-ba35-19e307a375cf,community_03,Amina,Usman,female,2000-12-09,,08052483944,https://www.commcarehq.org/photos/farmer_347.jpg,8,crop_farming,6,owned,6,rain-fed,---,rice,---,---,1.2,goats,25,---,10.4475505 7.5601417 0.0 20.0,yes,90a96da5-f9a6-4158-afe6-80ca226d088a,2026-04-15 00:04:00,2026-04-15,tester,2026-04-15 00:04:14,https://www.commcarehq.org/form/f52443bf-a896-46a7-ba35-19e307a375cf,tester,True
348,f8bff248-441e-45cb-a408-f028247befdf,community_02,Sarah,Ibrahim,male,1981-08-27,36626262113.0,08038694902,https://www.commcarehq.org/photos/farmer_348.jpg,7,mixed_farming,19,family_land,3,borehole,---,groundnuts,1.5,---,---,---,---,---,10.252222 7.572501 0.0 20.0,yes,f6a34c4a-1670-4aa6-ae70-486e34e65c05,2026-06-06 00:06:00,2026-06-06,tester,2026-06-06 00:06:06,https://www.commcarehq.org/form/f8bff248-441e-45cb-a408-f028247befdf,tester,True
349,5b05595e-72be-4f52-bac0-9f8de0ab74b8,community_05,Paul,Bello,male,2008-01-18,,08039212839,https://www.commcarehq.org/photos/farmer_349.jpg,7,crop_farming,1,owned,1,rain-fed,---,groundnuts,1.5,---,---,---,---,---,10.2633122 7.4209285 0.0 20.0,yes,095bf292-bdb4-4e25-9629-a80fd617abec,2026-03-13 00:07:00,2026-03-13,tester,2026-03-13 00:07:12,https://www.commcarehq.org/form/5b05595e-72be-4f52-bac0-9f8de0ab74b8,tester,True
350,0cc25fb4-31f0-4286-b4a6-caba3892a277,community_07,Ahmed,Peter,female,2008-04-27,,08044759345,https://www.commcarehq.org/photos/farmer_350.jpg,6,livestock_farming,1,leased,1,rain-fed,---,rice,---,---,1.6,goats rabbits,6,14,10.58463 7.3282794 0.0 20.0,yes,8875668f-bb2a-4964-afb3-bdba30d6f62b,2026-01-22 00:04:00,2026-01-22,tester,2026-01-22 00:04:20,https://www.commcarehq.org/form/0cc25fb4-31f0-4286-b4a6-caba3892a277,tester,True
351,41a26020-ec81-45c2-8223-77bed9b6ef18,community_01,Naomi,Okafor,male,2004-03-30,82937290927.0,08090316729,https://www.commcarehq.org/photos/farmer_351.jpg,2,crop_farming,1,owned,6,rain-fed,---,groundnuts maize,1.5,0.7,---,---,---,---,10.334254 7.5212584 0.0 20.0,yes,fc3e2cc0-e842-43c7-890d-d5ffd00acc08,2026-04-19 00:05:00,2026-04-19,tester,2026-04-19 00:05:15,https://www.commcarehq.org/form/41a26020-ec81-45c2-8223-77bed9b6ef18,tester,True
352,5af223fb-2cd7-49ae-9201-361395b04538,community_01,Daniel,Balogun,male,1992-02-24,21475327679.0,08089880172,https://www.commcarehq.org/photos/farmer_352.jpg,4,mixed_farming,3,leased,1,borehole,---,rice groundnuts,0.9,---,2.7,---,---,---,10.5493606 7.5144527 0.0 20.0,yes,7fca7edc-62e9-4b82-ba1f-e533e58f8e18,2026-02-01 00:02:00,2026-02-01,tester,2026-02-01 00:02:09,https://www.commcarehq.org/form/5af223fb-2cd7-49ae-9201-361395b04538,tester,True
353,3e807aeb-06ff-4079-85a3-464e5f49c39e,community_02,Suleiman,Philip,male,2007-07-05,43009404934.0,08027361874,https://www.commcarehq.org/photos/farmer_353.jpg,8,mixed_farming,1,owned,4,other,Community Well,rice,---,---,2.5,goats,5,---,10.2303119 7.2748192 0.0 20.0,yes,e2b10602-5d8b-4ffa-9a29-72ed8a90a120,2026-02-28 00:03:00,2026-02-28,tester,2026-02-28 00:03:17,https://www.commcarehq.org/form/3e807aeb-06ff-4079-85a3-464e5f49c39e,tester,True
354,8cd1068e-905f-47f9-8260-a6d8500a7632,community_05,Blessing,Ahmed,female,1982-03-23,60785705807.0,08075692700,https://www.commcarehq.org/photos/farmer_354.jpg,12,crop_farming,25,leased,6,borehole,---,rice maize,---,4.7,2.6,---,---,---,10.4908596 7.3276256 0.0 20.0,yes,42f98822-7c20-4ebb-9654-21bbdb26b355,2026-05-03 00:04:00,2026-05-03,tester,2026-05-03 00:04:20,https://www.commcarehq.org/form/8cd1068e-905f-47f9-8260-a6d8500a7632,tester,True
355,eb576369-b16c-45cd-a32c-386e642fc6ab,community_02,Ruth,Johnson,male,1972-09-17,60211881192.0,08048379484,https://www.commcarehq.org/photos/farmer_355.jpg,2,crop_farming,9,family_land,2,rain-fed,---,maize groundnuts,1.6,5.4,---,rabbits,---,13,10.2867975 7.2065557 0.0 20.0,yes,89258c65-2678-4138-9f67-c2ce7c9dedbe,2026-03-11 00:04:00,2026-03-11,tester,2026-03-11 00:04:11,https://www.commcarehq.org/form/eb576369-b16c-45cd-a32c-386e642fc6ab,tester,True
356,01433105-ca13-4dc2-afb7-119eec0b2260,community_01,Joseph,Isa,male,1958-03-24,67978351466.0,08048463197,https://www.commcarehq.org/photos/farmer_356.jpg,7,livestock_farming,14,owned,1,rain-fed,---,rice maize,---,4.6,2.0,goats,6,---,10.3364389 7.3493419 0.0 20.0,yes,8255ffeb-b285-4970-a149-7e6b610f1f17,2026-02-02 00:04:00,2026-02-02,tester,2026-02-02 00:04:20,https://www.commcarehq.org/form/01433105-ca13-4dc2-afb7-119eec0b2260,tester,True
357,4a2b665b-fb67-46cc-aa65-ef55be28949b,community_01,Samuel,Samuel,male,1990-07-23,97241682280.0,08099755311,https://www.commcarehq.org/photos/farmer_357.jpg,5,livestock_farming,8,family_land,1,rain-fed,---,maize,---,3.6,---,goats,6,---,10.2325231 7.3963762 0.0 20.0,yes,55b44e89-6a12-4e89-a51e-49707dea3f9b,2026-03-10 00:02:00,2026-03-10,tester,2026-03-10 00:02:19,https://www.commcarehq.org/form/4a2b665b-fb67-46cc-aa65-ef55be28949b,tester,True
358,99afc94b-1275-489b-b8cb-96ee19382307,community_03,John,Abdullahi,female,1971-06-15,96858555202.0,08003657943,https://www.commcarehq.org/photos/farmer_358.jpg,7,crop_farming,8,owned,1,rain-fed,---,maize groundnuts rice,1.6,5.4,0.5,goats,6,---,10.2115285 7.4575953 0.0 20.0,yes,54d95785-d26b-4865-b8b9-370d2483c432,2026-04-05 00:05:00,2026-04-05,tester,2026-04-05 00:05:09,https://www.commcarehq.org/form/99afc94b-1275-489b-b8cb-96ee19382307,tester,True
359,1b967592-1f4b-404d-8e22-6e6923dd1181,community_03,Joseph,Sani,male,1991-05-16,,08041625300,https://www.commcarehq.org/photos/farmer_359.jpg,5,crop_farming,13,owned,3,rain-fed,---,maize,---,4.2,---,---,---,---,10.3296057 7.5025965 0.0 20.0,yes,4a3370ff-4c02-4bb0-97eb-dcd7041e5992,2026-05-11 00:02:00,2026-05-11,tester,2026-05-11 00:02:09,https://www.commcarehq.org/form/1b967592-1f4b-404d-8e22-6e6923dd1181,tester,True
360,d5b7aad4-b2b5-4c2b-8819-a1fa6146bfd0,community_04,Elizabeth,Bello,male,2006-03-08,54483324328.0,08003040476,https://www.commcarehq.org/photos/farmer_360.jpg,7,crop_farming,1,family_land,2,rain-fed,---,rice groundnuts maize,2.1,4.7,2.2,goats,9,---,10.5817684 7.2550692 0.0 20.0,yes,19b71d23-49df-42d5-bf93-3538dda2460d,2026-04-10 00:08:00,2026-04-10,tester,2026-04-10 00:08:17,https://www.commcarehq.org/form/d5b7aad4-b2b5-4c2b-8819-a1fa6146bfd0,tester,True
361,97a53d40-d8df-4430-9234-c43c0dc74fc6,community_01,Emmanuel,Ahmed,male,1979-10-05,88168939101.0,08002430858,https://www.commcarehq.org/photos/farmer_361.jpg,6,livestock_farming,24,family_land,2,rain-fed,---,groundnuts,2.4,---,---,goats,8,---,10.3041367 7.2476671 0.0 20.0,yes,8af2245f-311c-4383-8db5-39a9ebff850a,2026-01-08 00:05:00,2026-01-08,tester,2026-01-08 00:05:17,https://www.commcarehq.org/form/97a53d40-d8df-4430-9234-c43c0dc74fc6,tester,True
362,b720cfc0-2a7e-484a-b25c-c7ffb31c7431,community_02,Mary,Musa,male,2005-03-26,,08072625346,https://www.commcarehq.org/photos/farmer_362.jpg,4,crop_farming,3,owned,1,rain-fed,---,groundnuts maize,2.9,2.8,---,goats,14,---,10.2661029 7.3966729 0.0 20.0,yes,bac79c98-b77a-490d-8657-ab11d16c0fd2,2026-03-15 00:08:00,2026-03-15,tester,2026-03-15 00:08:12,https://www.commcarehq.org/form/b720cfc0-2a7e-484a-b25c-c7ffb31c7431,tester,True
363,2580890c-111e-4156-95c1-a2a3b4128a99,community_01,Mary,Michael,male,2008-06-30,,08093351021,https://www.commcarehq.org/photos/farmer_363.jpg,6,crop_farming,1,owned,1,rain-fed,---,maize groundnuts,0.8,4.3,---,---,---,---,10.5521162 7.5728173 0.0 20.0,yes,0d3e162a-06b3-43f4-bb2f-d9d5de95808f,2026-01-29 00:02:00,2026-01-29,tester,2026-01-29 00:02:12,https://www.commcarehq.org/form/2580890c-111e-4156-95c1-a2a3b4128a99,tester,True
364,5a581626-b320-457d-a822-5230c922840b,community_03,Naomi,Okafor,female,1995-07-15,30151134092.0,08023304410,https://www.commcarehq.org/photos/farmer_364.jpg,3,livestock_farming,12,owned,2,rain-fed,---,maize groundnuts rice,2.2,5.4,4.0,goats,20,---,10.3741378 7.5808586 0.0 20.0,yes,5460c25f-a26f-4193-ba21-0aa019760ec5,2026-03-01 00:07:00,2026-03-01,tester,2026-03-01 00:07:06,https://www.commcarehq.org/form/5a581626-b320-457d-a822-5230c922840b,tester,True
365,a0c7fd8b-d7dd-40ad-ab56-6a55c6cabf8c,community_02,Fatima,Eze,male,1968-04-23,61117931491.0,08075364539,https://www.commcarehq.org/photos/farmer_365.jpg,2,crop_farming,28,owned,2,rain-fed,---,rice maize,---,3.2,2.4,---,---,---,10.3373815 7.5673195 0.0 20.0,yes,43321667-77e3-4ca8-a139-42f8dc070d28,2026-02-07 00:06:00,2026-02-07,tester,2026-02-07 00:06:15,https://www.commcarehq.org/form/a0c7fd8b-d7dd-40ad-ab56-6a55c6cabf8c,tester,True
366,e76ffec0-c262-40de-8230-809f9fe2b012,community_04,Joy,Balogun,male,1974-03-31,,08038895552,https://www.commcarehq.org/photos/farmer_366.jpg,7,crop_farming,22,owned,2,borehole,---,maize rice groundnuts,1.9,5.0,2.9,---,---,---,10.4575609 7.2622805 0.0 20.0,yes,784b2623-172f-4e0a-8846-3da1f9510ee5,2026-02-18 00:07:00,2026-02-18,tester,2026-02-18 00:07:05,https://www.commcarehq.org/form/e76ffec0-c262-40de-8230-809f9fe2b012,tester,True
367,76f2985f-8f9c-4539-b0cd-8fd0aa4db7eb,community_07,Esther,Abdullahi,male,2006-07-16,,08024850800,https://www.commcarehq.org/photos/farmer_367.jpg,3,mixed_farming,1,owned,1,rain-fed,---,groundnuts maize,1.4,2.7,---,goats,21,---,10.3913758 7.4459213 0.0 20.0,yes,f548b181-3541-49ab-ae42-437af4fc60ad,2026-05-06 00:02:00,2026-05-06,tester,2026-05-06 00:02:20,https://www.commcarehq.org/form/76f2985f-8f9c-4539-b0cd-8fd0aa4db7eb,tester,True
368,324b88a9-b396-4bae-b658-e09116d402f5,community_02,Amina,Mohammed,female,1969-10-13,,08045896939,https://www.commcarehq.org/photos/farmer_368.jpg,3,crop_farming,7,owned,3,rain-fed,---,groundnuts maize,1.3,5.2,---,---,---,---,10.3642428 7.2041176 0.0 20.0,yes,3554b5ff-a4c6-4564-a8aa-96eee05497e8,2026-06-22 00:08:00,2026-06-22,tester,2026-06-22 00:08:05,https://www.commcarehq.org/form/324b88a9-b396-4bae-b658-e09116d402f5,tester,True
369,b22ba8c6-6cf0-4b7a-a257-7ccdbbc66373,community_07,Samuel,Bello,male,1976-12-27,,08057215148,https://www.commcarehq.org/photos/farmer_369.jpg,3,crop_farming,10,leased,5,rain-fed,---,rice groundnuts,2.4,---,0.7,goats,12,---,10.4334279 7.3973404 0.0 20.0,yes,955d4227-e17f-4852-978b-f86fc295468d,2026-06-29 00:02:00,2026-06-29,tester,2026-06-29 00:02:08,https://www.commcarehq.org/form/b22ba8c6-6cf0-4b7a-a257-7ccdbbc66373,tester,True
370,7e8ecb21-881e-4dc3-a466-a709726b874e,community_01,Sarah,Balogun,female,1985-11-29,11846721961.0,08078354047,https://www.commcarehq.org/photos/farmer_370.jpg,2,mixed_farming,16,owned,1,river_stream,---,groundnuts,0.9,---,---,---,---,---,10.3784408 7.5986082 0.0 20.0,yes,fdf8b755-1b2d-4d2b-ae4a-84bc53816199,2026-03-09 00:05:00,2026-03-09,tester,2026-03-09 00:05:07,https://www.commcarehq.org/form/7e8ecb21-881e-4dc3-a466-a709726b874e,tester,True
371,44b86efd-2a52-4e50-9ff8-dc2e52276840,community_07,Ahmed,Isa,female,2008-03-09,28469832995.0,08073350525,https://www.commcarehq.org/photos/farmer_371.jpg,5,livestock_farming,1,family_land,1,rain-fed,---,groundnuts,0.9,---,---,---,---,---,10.5434771 7.2283674 0.0 20.0,yes,06d7e7fc-8f5f-4c2d-8616-c2114a505bcb,2026-05-11 00:03:00,2026-05-11,tester,2026-05-11 00:03:07,https://www.commcarehq.org/form/44b86efd-2a52-4e50-9ff8-dc2e52276840,tester,True
372,a2372a20-7cd6-44da-b9e1-0174262c4bcd,community_03,Fatima,Okafor,male,1979-08-27,66961868287.0,08004870693,https://www.commcarehq.org/photos/farmer_372.jpg,7,livestock_farming,16,family_land,3,rain-fed,---,groundnuts rice maize,1.7,1.0,2.6,goats rabbits,19,11,10.5091672 7.2159794 0.0 20.0,yes,14ce2124-2d22-44f9-b83c-367bee868dee,2026-03-13 00:05:00,2026-03-13,tester,2026-03-13 00:05:15,https://www.commcarehq.org/form/a2372a20-7cd6-44da-b9e1-0174262c4bcd,tester,True
373,ae551a82-27b5-440a-ba8c-755be56b51da,community_02,Mercy,Eze,male,1988-10-22,94534335686.0,08057136956,https://www.commcarehq.org/photos/farmer_373.jpg,3,crop_farming,10,owned,1,irrigation_scheme,---,rice,---,---,1.2,rabbits,---,23,10.4070687 7.3646157 0.0 20.0,yes,791e3fea-48f9-47aa-9fd8-b41679fc9f65,2026-04-19 00:07:00,2026-04-19,tester,2026-04-19 00:07:11,https://www.commcarehq.org/form/ae551a82-27b5-440a-ba8c-755be56b51da,tester,True
374,deb254e3-238f-497a-aa39-d624da2a22fc,community_06,Naomi,Abdullahi,male,1972-04-08,,08035375178,https://www.commcarehq.org/photos/farmer_374.jpg,8,mixed_farming,22,owned,3,rain-fed,---,maize rice,---,6.1,2.1,goats,10,---,10.3010143 7.5866055 0.0 20.0,yes,c32c0ea0-7ec0-4de1-9bd2-76781f93da1f,2026-04-11 00:02:00,2026-04-11,tester,2026-04-11 00:02:07,https://www.commcarehq.org/form/deb254e3-238f-497a-aa39-d624da2a22fc,tester,True
375,5d1dede2-aade-48bf-a2e5-9197369ad764,community_02,Elizabeth,Mohammed,female,1987-09-16,,08054296414,https://www.commcarehq.org/photos/farmer_375.jpg,1,mixed_farming,2,owned,1,rain-fed,---,groundnuts rice,2.8,---,2.9,goats,23,---,10.2039424 7.3350424 0.0 20.0,yes,30db36a6-ed1b-4faf-8af0-da7e7c3d12bd,2026-03-12 00:04:00,2026-03-12,tester,2026-03-12 00:04:18,https://www.commcarehq.org/form/5d1dede2-aade-48bf-a2e5-9197369ad764,tester,True
376,32a8a877-b346-4335-98b5-91d842c4832b,community_02,Peter,Eze,female,1968-01-16,,08015328826,https://www.commcarehq.org/photos/farmer_376.jpg,2,crop_farming,16,family_land,1,rain-fed,---,groundnuts,1.2,---,---,goats,23,---,10.431855 7.4398865 0.0 20.0,yes,2237f182-2182-43c9-b254-98ba3c2d704f,2026-02-24 00:03:00,2026-02-24,tester,2026-02-24 00:03:08,https://www.commcarehq.org/form/32a8a877-b346-4335-98b5-91d842c4832b,tester,True
377,b1b4b0de-88c6-4b23-b42b-7f41845ec0ce,community_06,David,Ogunleye,male,2001-08-27,,08007264830,https://www.commcarehq.org/photos/farmer_377.jpg,7,mixed_farming,3,owned,1,borehole,---,groundnuts maize,1.0,2.4,---,goats,9,---,10.559381 7.3517776 0.0 20.0,yes,6d12d3b9-3c69-46b1-a810-0f7843076873,2026-01-07 00:07:00,2026-01-07,tester,2026-01-07 00:07:12,https://www.commcarehq.org/form/b1b4b0de-88c6-4b23-b42b-7f41845ec0ce,tester,True
378,0b478993-444c-4d40-9eeb-0a44738f0058,community_05,Fatima,Ali,female,1999-01-13,74512531011.0,08044443292,https://www.commcarehq.org/photos/farmer_378.jpg,4,mixed_farming,9,family_land,1,rain-fed,---,groundnuts,2.3,---,---,goats,21,---,10.220026 7.2317021 0.0 20.0,yes,7596f933-4e8c-47ea-bddd-4fdabd4c1474,2026-04-26 00:03:00,2026-04-26,tester,2026-04-26 00:03:14,https://www.commcarehq.org/form/0b478993-444c-4d40-9eeb-0a44738f0058,tester,True
379,0fd99eb9-0e50-4433-8781-21e303aeaf17,community_01,David,Mohammed,female,1990-02-01,40351584282.0,08086578872,https://www.commcarehq.org/photos/farmer_379.jpg,6,crop_farming,7,family_land,4,rain-fed,---,rice,---,---,0.9,---,---,---,10.4892834 7.2610874 0.0 20.0,yes,3dde6ae4-f316-48a8-b02c-7eec85689227,2026-03-04 00:08:00,2026-03-04,tester,2026-03-04 00:08:05,https://www.commcarehq.org/form/0fd99eb9-0e50-4433-8781-21e303aeaf17,tester,True
380,7fc48cb3-fa6a-4227-b6e5-8e7967af0b13,community_02,Rebecca,Lawal,male,1967-10-31,,08031482637,https://www.commcarehq.org/photos/farmer_380.jpg,6,crop_farming,16,owned,3,rain-fed,---,groundnuts rice,1.2,---,2.4,---,---,---,10.4201263 7.490494 0.0 20.0,yes,3c202402-53ef-4ea1-a7c9-e68d2a43652d,2026-04-30 00:07:00,2026-04-30,tester,2026-04-30 00:07:16,https://www.commcarehq.org/form/7fc48cb3-fa6a-4227-b6e5-8e7967af0b13,tester,True
381,824c7661-6a35-474a-9d0d-03885ecb8771,community_06,Blessing,Ogunleye,female,1991-10-15,,08018100981,https://www.commcarehq.org/photos/farmer_381.jpg,6,crop_farming,16,owned,1,borehole,---,maize,---,5.7,---,---,---,---,10.4596285 7.3207889 0.0 20.0,yes,08e8c355-f6ba-41d2-8fca-48761ca6f782,2026-01-05 00:03:00,2026-01-05,tester,2026-01-05 00:03:19,https://www.commcarehq.org/form/824c7661-6a35-474a-9d0d-03885ecb8771,tester,True
382,3b122dd7-5ff9-43ed-9099-1d768d33e8a5,community_02,Joseph,Ali,female,1992-11-14,18416496794.0,08021613398,https://www.commcarehq.org/photos/farmer_382.jpg,2,mixed_farming,16,owned,5,rain-fed,---,groundnuts rice maize,0.9,4.8,1.4,goats,8,---,10.3485066 7.3793435 0.0 20.0,yes,1864e659-bf52-4bae-a850-b397e8ec6f4f,2026-06-06 00:05:00,2026-06-06,tester,2026-06-06 00:05:16,https://www.commcarehq.org/form/3b122dd7-5ff9-43ed-9099-1d768d33e8a5,tester,True
383,b248c1d8-b343-4bc8-a089-b29a6e8a35c0,community_04,Musa,Samuel,male,1984-11-29,,08045657591,https://www.commcarehq.org/photos/farmer_383.jpg,6,mixed_farming,21,owned,1,rain-fed,---,maize rice groundnuts,1.1,0.8,0.5,goats,15,---,10.3670356 7.5303688 0.0 20.0,yes,60bb332e-769d-40cc-a152-7b13eb0dbc7f,2026-05-21 00:06:00,2026-05-21,tester,2026-05-21 00:06:13,https://www.commcarehq.org/form/b248c1d8-b343-4bc8-a089-b29a6e8a35c0,tester,True
384,0f68b2c2-28ba-41f5-8436-15b4e675ba8a,community_07,John,Yusuf,female,2008-02-21,,08072916168,https://www.commcarehq.org/photos/farmer_384.jpg,5,livestock_farming,1,owned,3,river_stream,---,rice maize,---,3.7,2.8,---,---,---,10.4730406 7.5224756 0.0 20.0,yes,82e7c70d-0a96-4c35-8d03-fd2cbfaa869e,2026-03-04 00:03:00,2026-03-04,tester,2026-03-04 00:03:05,https://www.commcarehq.org/form/0f68b2c2-28ba-41f5-8436-15b4e675ba8a,tester,True
